	featureCounts on dataset 88 and 98: Counts	featureCounts on dataset 89 and 98: Counts	featureCounts on dataset 90 and 98: Counts	Mutant	Mutant2	Mutant3
gene-BTH_RS17765	315.155993910564	315.801045379307	359.711856734395	241.772721495058	390.923310361755	285.341526832722
gene-BTH_RS17770	506.657031877052	456.278062116999	440.719352620961	605.439190077206	550.684206605486	521.519479785482
gene-BTH_RS17775	797.738609586115	756.83353978834	720.388088419821	962.053954282416	986.233465638675	932.179920429873
gene-BTH_RS17780	1470.72797158263	1526.73470904065	1422.45305277006	1770.9851849513	1440.52562311387	1360.19221067896
gene-BTH_RS17785	618.274779720377	646.847658466581	593.090594883788	461.382943519735	479.282688731193	614.062677677176
gene-BTH_RS17790	594.200363518876	497.658888752909	500.510599584855	517.796578535248	698.842356194645	610.206711098356
gene-BTH_RS31335	7.66004151865954	4.35587648799045	3.8574998041222	3.02215901868822	9.81770870771531	5.78394986823086
gene-BTH_RS17795	0	0	0	0	0	0
rna-BTH_RS17800	2223.60062370231	3266.90736599284	2817.90360691127	1260.24031079299	2775.73400736315	1632.03785448581
rna-BTH_RS17805	56.9031655671852	75.1388694178352	48.2187475515275	33.2437492055704	66.9389230071499	40.487649077616
rna-BTH_RS17810	140.069330626917	234.128361229487	138.869992948399	91.6721569002093	106.209757838011	130.138872035194
rna-BTH_RS17815	5529.45568482667	7538.93323158947	6899.13839967255	4935.18567751786	6320.8193698218	5239.29458897245
rna-BTH_RS17820	74.4118318955498	86.0285606378113	39.5393729922525	19.1403404516921	109.779833731726	20.243824538808
gene-BTH_RS17825	14.2257913917963	35.9359810259212	48.2187475515275	13.0960224143156	15.1728225482873	4.81995822352572
gene-BTH_RS17830	0	0	0	0	0	0
gene-BTH_RS17835	0	0	0	0	0	0
gene-BTH_RS17840	30.6401660746382	30.4911354159331	14.4656242654582	13.0960224143156	40.1633538042899	20.243824538808
gene-BTH_RS17845	1089.9144789407	1143.41757809749	1086.85056981143	1034.58577073093	1367.33906729271	1124.9782493709
gene-BTH_RS17850	674.08365364204	812.370965010218	832.255582739364	755.539754672055	896.08904932238	702.749908990049
gene-BTH_RS17855	1646.9089265118	1558.31481357858	1633.65116704575	2500.33289479472	2135.7979034148	2003.17463769729
gene-BTH_RS17860	795.550026295069	849.395915158137	744.497462195584	913.699409983405	619.408167559493	724.921716818268
gene-BTH_RS17865	319.533160492655	426.875895823064	358.747481783364	364.673854921712	348.082399637179	392.344599394993
gene-BTH_RS17870	1301.1127665266	1413.4819203529	1406.05867860254	1281.3954239238	1252.20411972042	1217.5214472626
gene-BTH_RS17875	8.75433316418233	13.0676294639713	16.3943741675193	11.0812497351901	11.6027466545726	5.78394986823086
gene-BTH_RS17880	44.8659574664345	37.0249501479188	36.6462481391609	24.1772721495058	24.9905312560026	29.8837409858594
gene-BTH_RS17885	1.09429164552279	1.08896912199761	3.8574998041222	1.00738633956274	1.78503794685733	0
gene-BTH_RS17890	0	0	0	0	0	0
gene-BTH_RS17895	866.678983254051	1023.63097467776	1058.88369623154	990.260771790173	858.603252438376	951.459753323976
gene-BTH_RS17900	2975.37898417647	3038.22385037334	2821.76110671539	2563.79823418717	2093.84951166365	2500.59432636514
gene-BTH_RS17905	4.37716658209117	6.53381473198567	3.8574998041222	6.04431803737644	5.35511384057199	2.89197493411543
gene-BTH_RS17910	5.47145822761396	17.4235059519618	15.4299992164888	9.06647705606466	8.92518973428665	7.71193315764114
gene-BTH_RS17915	0	0	0	0	0	0
gene-BTH_RS17920	1993.79937814253	2101.71040545539	2110.05239285484	1802.21416147774	1735.05688434532	1758.32075994218
gene-BTH_RS17925	1167.60918577282	1182.62046648941	1192.93181442479	1100.06588280251	1029.07437636325	991.947402401592
gene-BTH_RS17930	2362.57566268371	2273.76752673101	2345.3598809063	2162.8584710412	2337.50719140967	2261.52439847827
gene-BTH_RS17935	6793.36253540549	6665.57999574738	6764.12590652828	6382.79984746952	6526.0987337104	6239.91791617639
gene-BTH_RS17940	1744.30088296333	1704.23667592626	1681.86991459728	1577.56700775525	1710.06635308932	1565.52243100115
gene-BTH_RS17950	3334.30664390795	3952.95791285133	3397.49295248063	3577.22889178729	2588.30502294313	2919.93069181188
gene-BTH_RS17955	461.791074410618	498.747857874906	503.403724437947	372.732945638214	474.82009386405	460.788006169058
gene-BTH_RS17960	7745.39626701032	7978.8767568765	7117.08713860546	8474.13388840177	7942.52634454169	7957.75102704096
gene-BTH_RS17965	1419.29626424306	1372.10109371699	1283.58305982166	1562.45621266181	1358.41387755843	1494.18704929297
gene-BTH_RS17970	402.699325552387	458.456000360995	362.604981587487	469.442034236237	480.175207704622	502.23964689138
gene-BTH_RS17975	0	0	0	0	0	0
gene-BTH_RS17980	248.404203533674	316.890014501305	289.312485309165	289.119879454506	240.087603852311	230.394003084529
gene-BTH_RS17985	1795.7325903029	2070.13030091746	1924.89240225698	2322.02551269211	1814.49107298048	2012.81455414434
gene-BTH_RS17990	170.709496701555	140.477016737692	160.086241871071	154.130109953099	143.695554722015	140.742780126951
gene-BTH_RS17995	144.446497209008	136.121140249701	134.048118193246	129.952837803593	138.340440881443	141.706771771656
gene-BTH_RS18000	63.4689154403219	59.8933017098687	70.3993714252301	56.4136350155134	63.3688471134352	78.0833232211166
gene-BTH_RS18005	0	0	0	0	0	0
gene-BTH_RS18010	1823.08988144097	1817.48946461401	1501.53179875457	1543.31587221012	1543.16530505816	1479.72717462239
rna-BTH_RS18015	173.992371638124	357.181872015217	212.162489226721	199.462495233422	190.106541340306	176.410470981041
gene-BTH_RS18020	1523.25397056773	1693.34698470629	1668.36866528285	1814.30279755249	1768.97260533561	1687.94936987871
gene-BTH_RS18030	5509.75843520726	6946.53402922277	5447.75409837158	8539.61400047334	6574.29475827555	6636.1184821502
gene-BTH_RS18035	5278.86289800195	6351.95688861207	4864.30725299809	7095.02198954038	5537.18771115144	6130.02286868
gene-BTH_RS18040	680.649403515176	714.363744030433	689.528089986843	865.344865684393	742.575785892649	827.104831157013
gene-BTH_RS18045	1399.59901462365	1291.51737868917	1191.96743947376	1225.98917524785	1275.40961302956	1259.93707962962
gene-BTH_RS18050	1166.5148941273	1048.6772644837	1109.03119368513	1030.55622537268	1152.24199469641	1038.21900134744
gene-BTH_RS18055	1695.0577589148	2182.29412048321	1957.68115059202	1986.56586161772	1627.06208856046	1869.17979908327
gene-BTH_RS18060	5519.60706001696	5428.5110731581	4950.13662363981	5472.1225965048	5201.60057714226	5358.82955291589
gene-BTH_RS18065	535.108614660645	585.865387634715	565.123721303902	573.202827211199	506.950776907482	606.350744519535
gene-BTH_RS18070	636.877737694265	726.342404372407	723.281213272912	762.591459048994	727.402963344362	646.838393597151
gene-BTH_RS18075	2127.30295889631	2237.83154570509	2176.59426447595	2169.91017541814	2258.07300277452	2286.5881812406
MSTRG.2774.1	8.75433316418233	14.156598585969	12.5368743633971	9.06647705606466	9.81770870771531	13.495883025872
gene-BTH_RS18080	0	0	0	0	0	0
gene-BTH_RS18085	0	0	0	0	0	0
gene-BTH_RS18090	0	0	0	0	0	0
MSTRG.2774.5	0	0	0	0	0	0
gene-BTH_RS18095	0	0	0	0	0	0
gene-BTH_RS18100	0	0	0	0	0	0
gene-BTH_RS31380	0	0	0	0	0	0
gene-BTH_RS18105	0	0	1.9287499020611	1.00738633956274	0.892518973428665	0
gene-BTH_RS35225	0	0	0	0	0	0
gene-BTH_RS18110	1477.29372145577	1903.51802525183	1699.22866371583	1575.55223507612	1287.01235968413	1366.94015219189
gene-BTH_RS18115	7882.18272270067	8597.41121817115	8027.4570923783	8435.85320749838	8238.84264372001	8308.64398571363
gene-BTH_RS18120	6032.82984176715	4833.9339325474	4395.62102679725	5308.92600949564	5624.65457054745	5548.7359069228
gene-BTH_RS18125	1278.13264197062	1027.98685116575	967.268075883641	1006.37895322318	1237.03129717213	1192.45766450026
gene-BTH_RS18130	1208.09797665716	1119.46025741355	864.079956123373	1162.5238358554	1321.82059964785	1285.96485403666
gene-BTH_RS18135	2339.59553812773	2095.17659072341	1774.44990989621	2201.13915194459	2690.052185914	2324.1838553841
gene-BTH_RS18140	929.05360704885	813.459934132216	779.214960432684	803.894298971066	1020.14918662896	916.756054114591
gene-BTH_RS18145	931.242190339896	1202.22191068536	1147.60619172635	1284.41758294249	1144.20932393555	1200.1695976579
gene-BTH_RS18150	759.438401992817	896.221587404035	856.364956515128	986.231226431922	813.977303766942	788.545165368807
gene-BTH_RS18155	0	0	0	0	0	0
gene-BTH_RS18160	2126.20866725078	2120.22288052935	1721.40928758953	2096.37097263006	1608.31919011845	1965.57896355379
gene-BTH_RS18165	0	0	0	0	0	0
gene-BTH_RS18170	1564.83705309759	1530.00161640664	1397.37930404327	1832.43575166462	1586.89873475617	1771.81664296805
gene-BTH_RS18175	0	0	0	0	0	0
gene-BTH_RS18180	177.275246574692	206.904133179546	163.943741675193	207.521585949924	159.760896243731	216.898120058657
gene-BTH_RS18185	215.57545416799	238.484237717477	218.913113883935	339.489196432643	442.689410820618	349.928967027967
gene-BTH_RS18190	114.900622779893	91.4734062477994	99.3306199561466	167.226132367415	163.330972137446	168.6985378234
gene-BTH_RS18195	321.721743783701	298.377539427346	280.63311074989	228.676699080742	178.503794685733	214.006145124542
gene-BTH_RS18200	0	0	0	0	0	0
gene-BTH_RS18205	151.012247082145	126.320418151723	151.406867311796	65.4801120715781	76.7566317148652	65.5514318399497
gene-BTH_RS18210	0	0	0	0	0	0
gene-BTH_RS18215	141.16362227244	129.587325517716	157.19311701798	84.6204525232701	91.9294542631525	97.3631561152195
gene-BTH_RS18220	93.0147898694373	100.18515922378	108.009994515422	84.6204525232701	91.9294542631525	90.6152146022834
gene-BTH_RS18225	71.1289569589814	54.4484560998806	55.9337471597719	46.339771619886	47.3035055917192	46.2715989458469
gene-BTH_RS18230	30.6401660746382	21.7793824399522	51.1118724046191	26.1920448286312	24.9905312560026	40.487649077616
gene-BTH_RS18235	131.314997462735	120.875572541735	153.335617213857	86.6352252023956	80.3267076085798	119.534963943438
gene-BTH_RS18240	1060.36860451158	1049.7662336057	838.041832445548	1212.89315283354	1032.64445225697	1070.03072562271
MSTRG.2798.1	9.84862480970512	9.80072209797851	16.3943741675193	17.1255677725666	10.710227681144	15.4238663152823
gene-BTH_RS18245	0	0	0	0	0	0
gene-BTH_RS18250	0	0	0	0	0	0
gene-BTH_RS18255	71.1289569589814	62.0712399538639	75.2212461803829	69.509657429829	87.4668593960092	83.8672730893474
gene-BTH_RS18260	6991.42932324511	6692.80422379732	6324.37092885834	8033.90605801285	7161.57224279161	7187.52170292155
gene-BTH_RS18265	1883.27592194472	2348.90639614885	2030.97364687034	2389.52039744282	1717.20650487675	2024.3824538808
gene-BTH_RS18270	2219.22345712022	2739.84631094599	2066.65552005847	2769.30504745797	1893.0327426422	2005.1026209867
gene-BTH_RS18275	227.612662268741	199.281349325563	186.124365548896	202.484654252111	185.643946473162	220.754086637478
gene-BTH_RS18280	228.706953914263	198.192380203565	208.304989422599	207.521585949924	166.90104803116	226.538036505709
gene-BTH_RS18285	0	0	0	0	0	0
gene-BTH_RS18290	204.632537712762	161.167430055647	166.836866528285	204.499426931236	188.321503393448	163.878579599874
gene-BTH_RS18295	12451.9446344038	11487.5352679528	11068.1313129776	11916.3730106876	12724.6430041725	11563.0797782382
gene-BTH_RS18300	15640.7104894573	14847.0050093154	15426.1417166847	17654.445600837	18112.7800467613	15983.945460856
gene-BTH_RS18305	261.535703279947	218.88279352152	225.663738541149	213.565903987301	244.550198719454	270.881652162145
gene-BTH_RS18310	82.0718734142094	71.8719620518424	75.2212461803829	66.4874984111408	65.1538850602925	49.1635738799623
gene-BTH_RS18315	53.6202906306168	54.4484560998806	54.0049972577108	40.2954535825096	56.2286953260059	55.9115153928983
gene-BTH_RS18320	113.80633113437	95.8292827357898	125.368743633971	107.790338333213	83.0042645288658	100.255131049335
gene-BTH_RS18325	144.446497209008	128.498356395718	135.012493144277	164.203973348727	103.532200917725	144.598746705771
gene-BTH_RS18330	99.580539742574	68.6050546858496	62.6843718169857	64.4727257320153	81.2192265820085	75.1913482870012
gene-BTH_RS18335	59.0917488582307	30.4911354159331	54.9693722087413	50.369316978137	48.1960245651479	43.3796240117314
gene-BTH_RS18340	30.6401660746382	39.202888391914	39.5393729922525	44.3249989407605	30.3456450965746	37.5956741435006
gene-BTH_RS18345	1640.34317663866	2113.68906579736	1810.13178308434	2157.82153934339	1436.06302824672	1511.53889889766
gene-BTH_RS18350	4482.21858006135	4378.7448395524	3987.69042251132	4627.93284395123	4392.08586824246	4451.71341524835
gene-BTH_RS18355	2204.99766572842	2165.95958365325	1915.24865274667	2234.38290115016	1994.77990561307	2134.27750137719
gene-BTH_RS18360	132.409289108258	160.078460933649	162.979366724163	159.167041650913	141.910516775158	170.62652111281
gene-BTH_RS18365	183.840996447829	164.434337421639	173.587491185499	157.152268971787	155.298301376588	166.77055453399
gene-BTH_RS18370	4661.68240992709	4821.95527220543	4406.22915125858	5471.11521016524	4749.98597658735	4919.24936293035
gene-BTH_RS18375	2254.24078977695	1913.3187473498	1886.31740421576	1961.38120312865	2078.67668911536	1898.09954842443
gene-BTH_RS18380	690.498028324881	752.47766330035	645.166842239438	814.975548706256	658.679002390355	758.661424382948
gene-BTH_RS18385	984.862480970512	1039.96551150772	941.229952205817	1095.0289511047	965.705529249815	998.695343914528
gene-BTH_RS18390	102.863414679142	130.676294639713	110.903119368513	92.679543239772	131.200289094014	133.03084696931
gene-BTH_RS18395	142.257913917963	157.900522689654	165.872491577255	187.37385915867	166.008529057732	185.086395783387
gene-BTH_RS18400	1757.4323827096	1801.15492778405	1924.89240225698	2088.31188191356	2427.65160772597	2191.15300841479
gene-BTH_RS18405	751.778360474158	703.474052810457	726.174338126004	1047.68179314525	957.672858488957	898.440212865193
gene-BTH_RS18410	1277.0383503251	1283.89459483518	1147.60619172635	1779.0442756678	1468.19371129015	1564.55843935645
gene-BTH_RS18415	946.562273377215	1105.30365882758	957.624326373336	1507.04996398586	1037.10704712411	1100.87845825327
gene-BTH_RS18420	2624.11136596365	2850.92116138975	2522.80487189592	2974.81186072877	2449.96458206169	2874.62308451074
gene-BTH_RS18425	85.3547483507777	38.1139192699164	61.7199968659552	50.369316978137	49.9810625120052	64.5874401952446
gene-BTH_RS18430	297.647327582199	349.559088161233	285.454985505043	330.422719376579	303.456450965746	302.693376437415
gene-BTH_RS18435	15068.3959588488	15023.4180070791	15899.6498176407	22454.6415088535	20182.5315461424	20396.1352186714
gene-BTH_RS18440	5777.85988836034	6966.13547341872	7226.06150807191	8348.21059595642	7823.82132107568	7267.53300943207
gene-BTH_RS18445	894.036274392121	823.260656230195	830.326832837303	994.290317148424	1357.521358585	1015.08320187452
gene-BTH_RS18450	1.09429164552279	1.08896912199761	0	2.01477267912548	1.78503794685733	7.71193315764114
gene-BTH_RS18455	0	0	0	0	0	0
gene-BTH_RS18460	604.048988328581	814.548903254214	748.354961999707	711.214755731294	702.412432088359	696.001967477113
gene-BTH_RS18465	868.867566545096	935.424475795949	844.792457102762	825.049412101884	1098.69085629069	926.395970561642
gene-BTH_RS18470	214.481162522467	231.950422985491	223.734988639088	246.809653192871	215.989591569737	254.493794202158
rna-BTH_RS29225	12063.4711002433	22120.2297751375	18687.65780107	23136.6420607374	18443.9045859034	20270.8163048597
gene-BTH_RS18475	240.744162015014	264.61949664542	257.488111925157	340.496582772206	281.143476630029	267.025685583325
gene-BTH_RS18480	4605.87353600543	5835.7855247852	4854.66350348779	6509.73052625442	5604.12663415859	5329.90980357474
gene-BTH_RS18485	1899.69029662757	2437.11289503066	1904.64052828534	2734.04652557328	2280.38597711024	2330.93179689704
gene-BTH_RS18490	611.70902984724	1019.27509818976	776.321835579593	1010.40849858143	603.342826037778	591.890869848958
gene-BTH_RS18495	191.501037966488	165.523306543637	165.872491577255	167.226132367415	168.686085978018	178.338454270451
gene-BTH_RS18500	111.617747843325	99.0961901017827	121.511243829849	126.930678784905	118.705023466012	119.534963943438
gene-BTH_RS18505	240.744162015014	206.904133179546	204.447489618477	228.676699080742	245.442717692883	234.24996966335
gene-BTH_RS18510	542.768656179305	551.018375730792	537.156847724016	636.668166603651	487.315359492051	527.303429653713
gene-BTH_RS35230	0	0	0	0	0	0
gene-BTH_RS18515	0	0	0	0	0	0
gene-BTH_RS18520	598.577530100967	539.039715388818	458.078101739511	548.01816872213	472.142536943764	484.887797286687
gene-BTH_RS18525	286.704411126971	303.822385037334	272.918111141646	375.755104656902	257.045464347455	340.289050580916
gene-BTH_RS18530	262.62999492547	236.306299473482	239.164987855576	221.624994703803	248.120274613169	250.637827623337
gene-BTH_RS18535	297.647327582199	189.480627227584	245.91561251279	192.410790856483	291.853704311173	270.881652162145
gene-BTH_RS18540	1022.06839691829	967.004580333879	857.329331466159	1083.94770136951	1074.59284400811	1028.57908490039
gene-BTH_RS18545	240.744162015014	250.462898059451	260.381236778248	294.15681115232	261.508059214599	310.405309595056
gene-BTH_RS18550	328.287493656837	320.156921867298	291.241235211226	301.208515529259	274.895843816029	293.053459990363
gene-BTH_RS18560	2605.50840798977	2667.97434889415	2133.19739167958	3196.43685543257	2421.40397491197	2745.44820412025
gene-BTH_RS18565	407.076492134478	499.836826996904	364.533731489548	479.515897631864	398.063462149185	438.61619834084
gene-BTH_RS18570	0	0	0	0	0	0
gene-BTH_RS18575	445.376699727776	450.833216507011	380.928105657067	444.257375747168	424.839031352045	425.120315314968
gene-BTH_RS18580	1870.14442219845	1887.18348842186	1852.56428092969	1915.04143150877	1867.14969241277	1767.96067638923
gene-BTH_RS18585	679.555111869654	644.669720222586	559.337471597719	810.946003348005	598.880231170634	618.882635900702
gene-BTH_RS18590	1020.97410527276	1155.39623843947	940.265577254786	1098.05111012339	970.168124116959	967.847611283964
gene-BTH_RS18595	541.674364533782	684.961577736498	642.273717386346	772.665322444621	602.450307064349	662.262259912433
gene-BTH_RS18600	0	0	0	0	0	0
gene-BTH_RS18605	427.868033399411	533.59486977883	517.869348703405	597.380099360705	569.427105047488	538.871329390175
gene-BTH_RS18610	111.617747843325	101.274128345778	111.867494319544	124.91590610578	144.588073695444	131.102863679899
gene-BTH_RS18615	0	0	0	0	0	0
gene-BTH_RS18620	158.672288600805	127.409387273721	131.154993340155	130.960224143156	122.275099359727	124.354922166963
gene-BTH_RS18630	114.900622779893	118.69763429774	99.3306199561466	109.805111012339	108.887314758297	110.859039141091
gene-BTH_RS18640	1190.5893103288	1009.47437609179	986.555574904252	1074.88122431344	1100.47589423754	1172.21383996145
gene-BTH_RS18645	1126.02610324295	1088.96912199761	1032.84557255372	858.293161307454	984.448427691817	975.559544441605
gene-BTH_RS18650	364.39911795909	335.402489575264	373.213106048823	358.629536884335	315.951716593747	350.892958672672
gene-BTH_RS18655	3.28287493656837	4.35587648799045	0.96437495103055	1.00738633956274	6.24763281400065	1.92798328941029
gene-BTH_RS18660	0	1.08896912199761	0	0	0.892518973428665	2.89197493411543
gene-BTH_RS18665	0	0	0	0	0	0
gene-BTH_RS35710	40.4887908843433	38.1139192699164	61.7199968659552	37.2732945638214	33.9157209902893	30.8477326305646
gene-BTH_RS18675	0	0	0	0	0	0
gene-BTH_RS18680	631.406279466651	663.182195296546	705.922464154362	796.842594594127	608.697939878349	707.569867213575
gene-BTH_RS18685	4670.43674309127	4619.40701551387	3905.71855167373	5205.16521652068	3990.45233019956	4027.55709157809
gene-BTH_RS18690	133.503580753781	121.964541663733	144.656242654582	103.760792974962	138.340440881443	143.634755061066
gene-BTH_RS18695	2620.82849102709	2747.46909479997	2055.0830206461	2872.05845409337	2505.30075841426	2645.19307307091
gene-BTH_RS18700	3074.95952391904	2660.35156504017	2355.96800536763	2488.24425871997	2778.41156428343	2501.55831800985
gene-BTH_RS18705	2269.56087281427	3267.99633511483	2437.93987620523	3420.0766228155	2365.17527958596	2513.12621774631
gene-BTH_RS18710	1529.81972044086	1491.88769713673	1217.04118820055	1430.48860217909	1342.34853603671	1465.26729995182
gene-BTH_RS18715	724.421069336088	606.55580095267	617.199968659552	624.579530528899	633.688471134352	594.782844783073
gene-BTH_RS18720	515.411365041235	592.399202366701	539.085597626077	604.431803737644	564.071991206916	562.007128863098
gene-BTH_RS18725	833.850233888367	978.983240675853	935.443702499633	1142.37610906415	792.556848404654	977.487527731015
gene-BTH_RS34540	216.669745813513	271.153311377405	390.571855167373	243.787494174183	317.736754540605	291.125476700953
gene-BTH_RS18730	3443.73580846022	3938.80131426536	4569.20851798274	2630.28573259831	3753.93480224096	3035.6096891765
gene-BTH_RS18735	131.314997462735	126.320418151723	172.623116234468	76.5613618067682	144.588073695444	102.183114338745
gene-BTH_RS18740	1877.80446371711	2490.47238200854	2660.71048989329	1953.32211241215	2308.05406528653	1982.93081315848
gene-BTH_RS35715	43.7716658209117	44.6477340019021	62.6843718169857	36.2659082242586	58.0137332728632	50.1275655246674
gene-BTH_RS18755	519.788531623326	543.395591876808	498.581849682794	548.01816872213	440.011853900332	498.383680312559
gene-BTH_RS18760	451.942449600913	470.434660702968	443.612477474053	535.929532647378	394.49338625547	517.663513206662
gene-BTH_RS18765	422.396575171798	443.210432653028	416.609978845197	447.279534765856	384.675677547755	371.13678321148
gene-BTH_RS18770	140.069330626917	164.434337421639	158.15749196901	160.174427990476	147.26563061573	172.554504402221
gene-BTH_RS18775	249.498495179196	265.708465767417	288.348110358134	246.809653192871	267.755692028599	263.169719004504
gene-BTH_RS18780	425.679450108366	474.790537190959	499.546224633825	557.084645778195	556.039320446058	481.995822352572
gene-BTH_RS18785	590.917488582307	533.59486977883	575.731845765238	646.742029999279	631.903433187495	604.422761230125
gene-BTH_RS18790	224.329787332172	302.733415915336	283.526235602982	330.422719376579	241.872641799168	319.081234397402
gene-BTH_RS18795	5107.05910965487	6953.06784395475	12340.1418733869	2326.05505805037	1926.05594465906	2660.6169393862
gene-BTH_RS18800	1910.63321308279	1645.43234333839	1803.38115842713	1912.01927249008	1777.8977950699	1626.25390461758
gene-BTH_RS34545	1.09429164552279	1.08896912199761	1.9287499020611	1.00738633956274	1.78503794685733	3.85596657882057
gene-BTH_RS34550	132.409289108258	182.946812495599	174.551866136529	214.573290326864	191.891579287163	200.51026209867
gene-BTH_RS18805	0	0	0	0	0	0
gene-BTH_RS18810	904.979190847348	1034.52066589773	997.163699365589	1013.43065760012	934.467365179812	940.85584523222
gene-BTH_RS18815	1378.80747335872	1511.48914133269	1406.05867860254	1489.92439621329	1173.66245005869	1499.0070075165
MSTRG.2901.1	1.09429164552279	5.44484560998806	4.82187475515275	2.01477267912548	5.35511384057199	5.78394986823086
gene-BTH_RS18820	0	0	0	0	0	0
gene-BTH_RS18825	641.254904276356	761.189416276331	728.103088028065	868.367024703082	750.608456653507	750.949491225306
gene-BTH_RS18830	918.110690593622	761.189416276331	764.749336167226	775.687481463309	806.837151979513	776.01327398764
gene-BTH_RS18835	1674.26621764987	2147.44710857929	1829.41928210495	1883.81245498232	1318.25052375414	1713.97714428574
gene-BTH_RS18840	1422.57913917963	1590.98388723851	1341.44555688349	1495.96871425067	1399.46975033615	1567.45041429056
gene-BTH_RS18845	101.76912303362	119.786603419737	115.724994123666	143.048860217909	124.952656280013	86.7592480234629
gene-BTH_RS34555	0	0	0	0	0	0
gene-BTH_RS18850	780.22994325775	885.331896184059	992.341824610436	981.194294734108	818.439898634086	756.733441093537
gene-BTH_RS18855	205.726829358285	241.75114508347	334.638108007601	356.61476420521	274.895843816029	240.033919531581
gene-BTH_RS18860	6036.11271670372	6834.37020965701	8657.19393540124	7477.82879857422	6726.02298375842	5999.88399664481
gene-BTH_RS18865	2163.41458319856	2581.94578825634	2945.2011004473	2585.96073365755	2311.62414118024	2254.77645696533
gene-BTH_RS18870	571.220238962897	534.683838900827	636.487467680163	484.552829329678	492.670473332623	511.879563338431
gene-BTH_RS18875	500.091282003916	520.527240314859	541.014347528138	589.321008644203	572.997180941203	586.106919980727
gene-BTH_RS18880	821.813025787616	765.545292764321	703.029339301271	670.919302148785	814.869822740371	786.617182079397
gene-BTH_RS18885	0	0	0	0	0	0
gene-BTH_RS18890	1637.0603017021	1568.11553567656	1404.12992870048	1728.67495868966	1636.87979726817	1792.06046750686
gene-BTH_RS18895	0	0	0	0	0	0
gene-BTH_RS18900	941.090815149601	921.26787720998	811.039333816692	789.790890217188	737.220672052077	805.8970149735
gene-BTH_RS18910	3929.60129907234	3866.92935221352	3538.29169533109	4654.12488877986	3922.62088821898	4339.89038446255
gene-BTH_RS18915	204.632537712762	217.793824399522	222.770613688057	200.469881572985	183.858908526305	208.222195256311
gene-BTH_RS18920	268.101453153084	230.861453863494	257.488111925157	233.713630778556	216.882110543166	240.997911176286
gene-BTH_RS18925	0	0	0	0	0	0
gene-BTH_RS18930	521.977114914372	581.509511146725	553.551221891536	686.030097242226	513.198409721482	516.699521561957
gene-BTH_RS18935	881.99906629137	887.509834428054	686.634965133751	834.115889157948	715.800216689789	643.946418663036
gene-BTH_RS18940	178.369538220215	182.946812495599	171.658741283438	195.432949875171	185.643946473162	177.374462625746
gene-BTH_RS18945	446.470991373299	451.922185629009	444.576852425083	529.885214610001	618.515648586065	573.57502859956
gene-BTH_RS18950	482.582615675551	530.327962412837	506.296849291039	604.431803737644	541.7590168712	596.710828072484
gene-BTH_RS18955	760.53269363834	897.310556526032	799.466834404326	841.167593534888	879.131188827235	829.032814446423
gene-BTH_RS18960	1081.16014577652	1458.1296543548	1324.08680776494	1692.4090504654	1321.82059964785	1445.98746705771
MSTRG.2927.1	59.0917488582307	70.7829929298448	81.0074958865662	73.53920278808	76.7566317148652	88.6872313128732
gene-BTH_RS18965	1365.67597361244	1702.05873768227	1777.3430347493	1855.60563747457	1975.14448819764	1835.44009151859
gene-BTH_RS18970	0	0	0	0	0	0
gene-BTH_RS18975	1792.44971536633	2286.83515619499	2296.17675840374	2198.1169929259	2512.44091020169	2294.30011439824
gene-BTH_RS18980	1568.11992803416	1899.16214876384	1924.89240225698	1974.47722554297	2167.92858645823	1860.50387428093
gene-BTH_RS18985	428.962325044934	469.345691580971	453.256226984358	469.442034236237	495.348030252909	507.059605114905
gene-BTH_RS18990	0	0	0	0	0	0
gene-BTH_RS18995	419.113700235229	512.904456460875	429.146853208595	589.321008644203	443.581929794046	575.50301188897
gene-BTH_RS19000	335.947535175497	417.075173725085	387.678730314281	583.276690606826	468.572461050049	526.339438009008
gene-BTH_RS19005	0	0	0	0	0	0
gene-BTH_RS19010	1175.26922729148	1333.98717444707	1222.82743790674	1701.47552752147	1635.98727829474	1511.53889889766
gene-BTH_RS19015	2182.01754117245	2647.28393557619	2494.83799831603	3299.19026206797	2695.40729975457	2727.13236287085
gene-BTH_RS19020	0	0	0	0	0	0
gene-BTH_RS19025	234.178412141877	337.58042781926	253.630612121035	355.607377865647	326.661944274891	380.776699658532
gene-BTH_RS19030	5.47145822761396	3.26690736599284	2.89312485309165	2.01477267912548	2.67755692028599	4.81995822352572
gene-BTH_RS19035	0	0	0	0	0	0
gene-BTH_RS19040	450.84815795539	503.103734362897	511.118724046191	601.409644718956	517.661004588626	590.926878204253
gene-BTH_RS19045	60.1860405037535	47.9146413678949	59.7912469638941	61.4505667133271	60.6912901931492	81.9392897999372
gene-BTH_RS19050	203.538246067239	192.747534593577	203.483114667446	192.410790856483	189.214022366877	197.618287164554
gene-BTH_RS35235	602.954696683058	776.434983984297	716.530588615698	757.55452735118	567.642067100631	628.522552347753
gene-BTH_RS19055	0	0	0	0	0	0
gene-BTH_RS19060	318.438868847132	338.669396941257	356.818731881303	298.186356510571	291.853704311173	297.873418213889
gene-BTH_RS19065	528.542864787508	518.349302070863	398.286854775617	490.597147367054	401.633538042899	387.524641171468
